Image,SMILES
4_6_3.png,C1CC(C1C2=CC=CC3=CC=CC=C32)CNS(=O)(=O)C(F)(F)F
23_3_0.png,C(#N)/C(=C\C1=CC=CC=C1)/C#N
16_0_0.png,O=C1CCCCC1
15_1_0.png,C=C(C#N)C1=CC=CC=C1
17_4_1.png,NC(C1=CC=C(SCC2=CC=CC=C2)C=C1)C(O)=O
6_1_0.png,NC1CC2CC1C(C=C)N2CC1=CC2=C(C=CN=C2)C=C1
5_0_0.png,C#CC1=CC=CC=C1
6_3_2.png,C#CC1=C(C(C2=CC=CC=C2)C3=CC=CC=C3N)N=CC=C1
21_6_1.png,C1=CC(=C(C=C1)C(F)(F)F)N2C3=CC=CC=C3C2=C4C=CC=CC=4
21_6_0.png,C1=CC=NC(=C1)N2C3=C(C=C(C=C3)C#N)C(=C2)C4=CC=CC=C4
6_3_3.png,CC(=O)N[C@H]([C@@H]1c2ccccc2C(=N1)c3ccccc3)c4ccc(Cl)cc4
5_0_1.png,CC(C)N1/C(=C/C[C@@H](O)C[C@@H](O)CC(=O)O)/c2ccccc2-c2cc(ccc21)F
6_1_1.png,C=C[C@@H]1C2CC[NH+](CC12)C[C@H](C(=O)Nc1ccc(R4)cc1)c1cccc2c1cc(R3)cn2
17_4_0.png,NC(C1=CC=C(CCl)C=C1)C(O)=O
15_1_1.png,O=C(OCC)Cc1[nH]c(-c2ccccc2)cc1
16_0_1.png,Cc1ccc(C2(O)C[C@@](O)(C[C@@](O2)(c2ccc(C)cc2)c2ccc(C)cc2)P(=O)([O-])[Ag+])cc1
23_3_1.png,O=C([C@H](c1ccccc1)NC2=CC=CC=C2)NC3=CC=CC=C3
4_6_2.png,CN1C2=CC=CC=C2C2=C1C=C(C=C2)C1CC1
4_6_0.png,c1ccc2c(c1)c3cc(ccc3s2)c4ccc(o4)C5CC5
20_0_1.png,O=C1C2=CC=CC=C2N1
15_1_3.png,O=C(C1=CNC2=CC=CC=C12)C1=CC=CC=C1
23_1_1.png,NC(C#N)c1ccccc1
21_4_0.png,c1ccc(Nc2ccccn2)cc1
6_3_1.png,N#C[C@@H]1[C@@H](c2ccc(R1)cc2)c2ncccc2N1
6_3_0.png,C1=CC(=CC=C1)C(C#N)C2=NC=CC(=N2)
5_0_2.png,C(\[H])(\[H])=C(\[H])R
6_1_2.png,CC(C)(C)c1cc(C[N+]23CC(C=C)CC(C[NH2+]C(=O)Nc4ccc(F)cc4)C2Cc4cc(N)ccc43)cc(C(C)(C)C)c1.[Br-].[Br-]
23_1_0.png,C1=CC=CC=C1C=O
15_1_2.png,C#Cc1ccccc1C=CR
20_0_0.png,c1ccc(c(c1)C2=NOC(=N2)C)N
16_2_0.png,O=C1CCCC[C@@H]1[C@H](NC1=CC=CC=C1)C1=CC=CC=C1
21_0_1.png,c1ccc2c(c1)c(c[nH]2)c3ccccc3
22_1_1.png,c1cccc2c1c(-R)n(-c1ccccc1)c2-R'
21_2_3.png,O=C1C=C(C2=CC=NC=C2)C=C1
17_2_1.png,N[C@H](C1=CC=CC=C1)C(O)=O
22_3_3.png,COc1cc(c(OC)cc1OC)c1c[nH]c2ccccc12
14_3_1.png,CC1(C)[C@@H]2[C@H](COC(C)=O)C(=O)OC3=C2CCCC3C12CC2
4_2_1.png,CC[C@@H]1C[C@H]1\C=C\c2ccccc2
7_1_3.png,C(\C(=N/CC(C(=O)OCC)C(=O)OCC)\C1=CC=CC=C1)=C(/C1=CC=CC=C1)\[N+](=O)[O-]
4_0_3.png,CC1CC1CNS(=O)(=O)C2=CC=C(C)C=C2
4_0_2.png,CN(C1=CC(=C(N=C1)CCNCC)C)S(=O)(=O)C2=CC=C(C=C2)C.ClCCC(C)N(C)S(=O)(=O)C1=CC=C(C=C1)C.[B+3].[F-].[F-].[F-].[F-].CC[Mg+].Cc1[n+](-c(c(c1C)C)CCN(CC2=CC=CC=C2)C)[B-](F)(F)(F)F
